Node,NumThreads,Load,Algorithm,Time
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
B,8,200,Algoritmo_1,El número de hilos debe ser menor o igual a 6
